artikelnr;karpi_code;omschrijving
572230016;BANG23XX030030;BANGKOK Kleur 23 CA: 030x030 cm
572230007;BANG23XX040040;BANGKOK Kleur 23 CA: 040x040 cm
572230017;BANG23XX080150;BANGKOK Kleur 23 CA: 080x150 cm
572230005;BANG23XX080160;BANGKOK Kleur 23 CA: 080x160 cm
572230027;BANG23XX120170;BANGKOK Kleur 23 CA: 120x170 cm
572230006;BANG23XX130190;BANGKOK Kleur 23 CA: 130x190 cm
572230004;BANG23XX160230;BANGKOK Kleur 23 CA: 160x230 cm
572230008;BANG23XX200290;BANGKOK Kleur 23 CA: 200x290 cm
001572004;BANG24400SYN;BANGKOK KLEUR 24 400 BREED
572249999;BANG24MAATWERK;
572240002;BANG24XX020020;BANGKOK Kleur 24 CA: 020x020 cm
572240011;BANG24XX030030;BANGKOK Kleur 24 CA: 030x030 cm
572240010;BANG24XX040040;BANGKOK Kleur 24 CA: 040x040 cm
572240003;BANG24XX080160;BANGKOK Kleur 24 CA: 080x160 cm
572240018;BANG24XX120170;BANGKOK Kleur 24 CA: 120x170 cm
572240004;BANG24XX130190;BANGKOK Kleur 24 CA: 130x190 cm
572240000;BANG24XX160230;BANGKOK Kleur 24 CA: 160x230 cm
572240001;BANG24XX200290;BANGKOK Kleur 24 CA: 200x290 cm
001572003;BANG48400SYN;BANGKOK KLEUR 48 400 BREED
572489999;BANG48MAATWERK;
572480003;BANG48XX020020;BANGKOK Kleur 48 CA: 020x020 cm
572480010;BANG48XX030030;BANGKOK Kleur 48 CA: 030x030 cm
572480009;BANG48XX040040;BANGKOK Kleur 48 CA: 040x040 cm
572480005;BANG48XX060110;BANGKOK Kleur 48 CA: 060x110 cm
572480011;BANG48XX080150;BANGKOK Kleur 48 CA: 080x150 cm
572480012;BANG48XX120170;BANGKOK Kleur 48 CA: 120x170 cm
572480000;BANG48XX130190;BANGKOK Kleur 48 CA: 130x190 cm
572480001;BANG48XX160230;BANGKOK Kleur 48 CA: 160x230 cm
572480002;BANG48XX200290;BANGKOK Kleur 48 CA: 200x290 cm
572630001;BANG63XX040040;BANGKOK Kleur 63 CA: 040x040 cm
572990003;BANG99XX035120;BANGKOK Kleur 99 CA: 035x120 cm 23,21,12,09
572990001;BANG99XX035148;BANGKOK Kleur 99 CA: 035x148 cm 09,12,21,24,48
718210003;BARO21XX040040;BAROK Kleur 21 CA: 040x040 cm
718210001;BARO21XX160230;BAROK Kleur 21 CA: 160x230 cm
718210002;BARO21XX200290;NIET GEBRUIKEN
718210004;BARO21XX200300;BAROK Kleur 21 CA: 200x300 cm
718230003;BARO23XX040040;BAROK Kleur 23 CA: 040x040 cm
718230002;BARO23XX160230;BAROK Kleur 23 CA: 160x230 cm
718230001;BARO23XX200290;NIET GEBRUIKEN
718230004;BARO23XX200300;BAROK Kleur 23 CA: 200x300 cm
718330003;BARO33XX040040;BAROK Kleur 33 CA: 040x040 cm
718330001;BARO33XX160230;BAROK Kleur 33 CA: 160x230 cm
718330002;BARO33XX200290;NIET GEBRUIKEN
718330004;BARO33XX200300;BAROK Kleur 33 CA: 200x300 cm
718430008;BARO43XX040040;BAROK Kleur 43 CA: 040x040 cm
718430004;BARO43XX160230;BAROK Kleur 43 CA: 160x230 cm
718430005;BARO43XX200290;NIET GEBRUIKEN
718430002;BARO43XX200300;BAROK Kleur 43 CA: 200x300 cm
718470003;BARO47XX040040;BAROK Kleur 47 CA: 040x040 cm
718470001;BARO47XX160230;BAROK Kleur 47 CA: 160x230 cm
718470002;BARO47XX200290;NIET GEBRUIKEN
718470000;BARO47XX200300;BAROK Kleur 47 CA: 200x300 cm
526990025;BASI99XX200290;BASIC Kleur 99 CA: 200x290 cm
498120005;BAST12XX040040;BANDE STRIPE Kleur 12 CA: 040x040 cm
498120003;BAST12XX070140;BANDE STRIPE Kleur 12 CA: 070x140cm
498170003;BAST17XX070140;BANDE STRIPE Kleur 17 CA: 070x140cm
498170002;BAST17XX160230;BANDE STRIPE Kleur 17 CA: 160x230cm
498230005;BAST23XX040040;BANDE STRIPE Kleur 23 CA: 040x040 cm
498230003;BAST23XX070140;BANDE STRIPE Kleur 23 CA: 070x140cm
498230002;BAST23XX160230;BANDE STRIPE Kleur 23 CA: 160x230cm
602990115;BATA99XX145190;BABEL TAPESTRY Kl.99 CA: 145x190 cm
833130000;BATI13XX160230;BATIK Kleur 13 CA: 160x230 cm
833180003;BATI18XX060090;BATIK Kleur 18 CA: 060x090 cm SHEEPSKIN SHAPE
833180001;BATI18XX080RND;BATIK Kleur 18 CA: 080 ROND
833180004;BATI18XX120120;BATIK Kleur 18 CA: 120x120 cm
833180002;BATI18XX120RND;BATIK Kleur 18 CA: 120 ROND
833180000;BATI18XX160230;BATIK Kleur 18 CA: 160x230 cm
833210000;BATI21XX080RND;BATIK Kleur 21 CA: 080 ROND
833210001;BATI21XX160230;BATIK Kleur 21 CA: 160x230 cm
833210002;BATI21XX200290;BATIK Kleur 21 CA: 200x290 cm
833230003;BATI23XX060090;BATIK Kleur 23 CA: 060x090 cm SHEEPSKIN SHAPE
833230001;BATI23XX080RND;BATIK Kleur 23 CA: 080 ROND
833230004;BATI23XX120120;BATIK Kleur 23 CA: 120x120 cm
833230002;BATI23XX120RND;BATIK Kleur 23 CA: 120 ROND
833230000;BATI23XX160230;BATIK Kleur 23 CA: 160x230 cm
833230007;BATI23XX200290;BATIK Kleur 23 CA: 200x290 cm
833330003;BATI33XX060090;BATIK Kleur 33 CA: 060x090 cm SHEEPSKIN SHAPE
833330001;BATI33XX080RND;BATIK Kleur 33 CA: 080 ROND
833330004;BATI33XX120120;BATIK Kleur 33 CA: 120x120 cm
833330002;BATI33XX120RND;BATIK Kleur 33 CA: 120 ROND
833330000;BATI33XX160230;BATIK Kleur 33 CA: 160x230 cm
833330007;BATI33XX200290;BATIK Kleur 33 CA: 200x290 cm
833430003;BATI43XX060090;BATIK Kleur 43 CA: 060x090 cm SHEEPSKIN SHAPE
833430001;BATI43XX080RND;BATIK Kleur 43 CA: 080 ROND
833430004;BATI43XX120120;BATIK Kleur 43 CA: 120x120 cm
833430002;BATI43XX120RND;BATIK Kleur 43 CA: 120 ROND
833430000;BATI43XX160230;BATIK Kleur 43 CA: 160x230 cm
498120001;BAUN12XX040040;BANDE UNI Kleur 12 CA: 040x040 cm
498120004;BAUN12XX070140;BANDE UNI Kleur 12 CA: 070x140 cm
498120000;BAUN12XX160230;BANDE UNI Kleur 12 CA: 160x230 cm
498170001;BAUN17XX040040;BANDE UNI Kleur 17 CA: 040x040 cm
498170004;BAUN17XX070140;BANDE UNI Kleur 17 CA: 070x140 cm
498230001;BAUN23XX040040;BANDE UNI Kleur 23 CA: 040x040 cm
498230004;BAUN23XX070140;BANDE UNI Kleur 23 CA: 070x140 cm
615130000;BEKE13XX160230;Bella Kelim KLEUR 13 CA:160x230 cm
615330000;BEKE33XX160230;Bella Kelim KLEUR 33 CA:160x230 cm
615450000;BEKE45XX160230;Bella Kelim KLEUR 45 CA:160x230 cm
615530000;BEKE53XX160230;Bella Kelim KLEUR 53 CA:160x230 cm
001874000;BERG11400SYN;BERGAMO KLEUR 11 SYNTH 400 BREED
874119999;BERG11MAATWERK;
874110002;BERG11XX020020;BERGAMO KLEUR 11 CA:020x020 cm
874110000;BERG11XX160230;BERGAMO KLEUR 11 CA:160x230 cm
874110001;BERG11XX200290;BERGAMO KLEUR 11 CA:200x290 cm
874150000;BERG15XX110220;BERGAMO KLEUR 15 CA:110x220 cm
874150001;BERG15XX140160;BERGAMO KLEUR 15 CA:140x160 cm
874210000;BERG21XX220230;BERGAMO KLEUR 21 CA:220x230 cm
874330000;BERG33XX050210;BERGAMO KLEUR 33 CA:050x210 cm
874330001;BERG33XX200290;BERGAMO KLEUR 33 CA:200x290 cm
001748000;BERK11400SYN;BERKO 11 SYNTH 400 BREED
748119999;BERK11MAATWERK;
748110005;BERK11XX020020;BERKO KLEUR 11 CA:020x020 cm
748110000;BERK11XX080160;BERKO KLEUR 11 CA:080x160 cm
748110001;BERK11XX130190;BERKO KLEUR 11 CA:130x190 cm
748110004;BERK11XX140140;BERKO KLEUR 11 CA:140x140 cm
748110002;BERK11XX160230;BERKO KLEUR 11 CA:160x230 cm
748110003;BERK11XX200290;BERKO KLEUR 11 CA:200x290 cm
001748001;BERK13400SYN;BERKO 13 SYNTH 400 BREED
748139999;BERK13MAATWERK;
748130005;BERK13XX020020;BERKO KLEUR 13 CA:020x020 cm
748130004;BERK13XX060150;BERKO KLEUR 13 CA:060x150 cm
748130000;BERK13XX080160;BERKO KLEUR 13 CA:080x160 cm
748130001;BERK13XX130190;BERKO KLEUR 13 CA:130x190 cm
748130006;BERK13XX135155;BERKO Kleur 13 CA: 135x155 cm
748130002;BERK13XX160230;BERKO KLEUR 13 CA:160x230 cm
748130007;BERK13XX200200;BERKO Kleur 13 CA: 200x200 cm
748130003;BERK13XX200290;BERKO KLEUR 13 CA:200x290 cm
001748002;BERK18400SYN;BERKO 18 SYNTH 400 BREED
748189999;BERK18MAATWERK;
748180005;BERK18XX020020;BERKO KLEUR 18 CA:020x020 cm
748180000;BERK18XX080160;BERKO KLEUR 18 CA:080x160 cm
748180004;BERK18XX120170;BERKO KLEUR 18 CA:120x170 cm
748180001;BERK18XX130190;BERKO KLEUR 18 CA:130x190 cm
748180002;BERK18XX160230;BERKO KLEUR 18 CA:160x230 cm
748180003;BERK18XX200290;BERKO KLEUR 18 CA:200x290 cm
001748003;BERK23400SYN;BERKO 23 SYNTH 400 BREED
748239999;BERK23MAATWERK;
748230004;BERK23XX020020;BERKO KLEUR 23 CA:020x020 cm
748230000;BERK23XX080160;BERKO KLEUR 23 CA:080x160 cm
748230001;BERK23XX130190;BERKO KLEUR 23 CA:130x190 cm
748230002;BERK23XX160230;BERKO KLEUR 23 CA:160x230 cm
748230003;BERK23XX200290;BERKO KLEUR 23 CA:200x290 cm
748240000;BERK24XX020020;BERKO KLEUR 24 CA:020x020 cm
001748004;BERK43400SYN;BERKO 43 SYNTH 400 BREED
748439999;BERK43MAATWERK;
748430004;BERK43XX020020;BERKO KLEUR 43 CA:020x020 cm
748430000;BERK43XX080160;BERKO KLEUR 43 CA:080x160 cm
748430001;BERK43XX130190;BERKO KLEUR 43 CA:130x190 cm
748430002;BERK43XX160230;BERKO KLEUR 43 CA:160x230 cm
748430003;BERK43XX200290;BERKO KLEUR 43 CA:200x290 cm
748450001;BERK45XX020020;BERKO KLEUR 45 CA:020x020 cm
748450000;BERK45XX160230;BERKO KLEUR 45 CA:160x230 cm
001748005;BERK46400SYN;BERKO 46 SYNTH 400 BREED
748469999;BERK46MAATWERK;
748460004;BERK46XX020020;BERKO KLEUR 46 CA:020x020 cm
748460000;BERK46XX080160;BERKO KLEUR 46 CA:080x160 cm
748460001;BERK46XX130190;BERKO KLEUR 46 CA:130x190 cm
748460002;BERK46XX160230;BERKO KLEUR 46 CA:160x230 cm
748460003;BERK46XX200290;BERKO KLEUR 46 CA:200x290 cm
748480000;BERK48XX020020;BERKO KLEUR 48 CA:020x020 cm
748990000;BERK99XX030140;BERKO KLEUR 99 CA:030x140 cm
748990001;BERK99XX030165;BERKO KLEUR 99 CA:030x165 cm
001430000;BERM12400LAT;HB A001 - BERMUDA 12 LATEX 400 BREED
430120290;BERM12DY035035;BERMUDA KLEUR 12 CA:035x035 cm
430120000;BERM12DY060133;BERMUDA KLEUR 12 CA:060x133 cm Band: DY95
430120001;BERM12DY090160;BERMUDA KLEUR 12 CA:090x160 cm Band: DY95
430120002;BERM12DY130190;BERMUDA KLEUR 12 CA:130x190 cm Band: DY95
430120003;BERM12DY160240;BERMUDA KLEUR 12 CA:160x240 cm Band: DY95
430120004;BERM12DY200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: DY95
430120005;BERM12DY200240;BERMUDA KLEUR 12 CA:200x240 cm Band: DY95
430120006;BERM12DY200290;BERMUDA KLEUR 12 CA:200x290 cm Band: DY95
430120007;BERM12DY240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: DY95
430120008;BERM12DY250350;BERMUDA KLEUR 12 CA:250x350 cm Band: DY95
430120009;BERM12DY300400;BERMUDA KLEUR 12 CA:300x400 cm Band: DY95
430129998;BERM12DYMAATWK;
430120010;BERM12DZ060133;BERMUDA KLEUR 12 CA:060x133 cm Band: DZ99
430120011;BERM12DZ090160;BERMUDA KLEUR 12 CA:090x160 cm Band: DZ99
430120012;BERM12DZ130190;BERMUDA KLEUR 12 CA:130x190 cm Band: DZ99
430120013;BERM12DZ160240;BERMUDA KLEUR 12 CA:160x240 cm Band: DZ99
430120014;BERM12DZ200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: DZ99
430120015;BERM12DZ200240;BERMUDA KLEUR 12 CA:200x240 cm Band: DZ99
430120016;BERM12DZ200290;BERMUDA KLEUR 12 CA:200x290 cm Band: DZ99
430120017;BERM12DZ240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: DZ99
430120018;BERM12DZ250350;BERMUDA KLEUR 12 CA:250x350 cm Band: DZ99
430120019;BERM12DZ300400;BERMUDA KLEUR 12 CA:300x400 cm Band: DZ99
430129997;BERM12DZMAATWK;
430129996;BERM12K0MAATWK;
430129995;BERM12K1MAATWK;
430129994;BERM12K2MAATWK;
430129993;BERM12K3MAATWK;
430129992;BERM12K4MAATWK;
430129991;BERM12K5MAATWK;
430129990;BERM12K6MAATWK;
430129989;BERM12K7MAATWK;
430129988;BERM12K8MAATWK;
430129987;BERM12K9MAATWK;
430120020;BERM12KA060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KA11
430120021;BERM12KA090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KA11
430120022;BERM12KA130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KA11
430120023;BERM12KA160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KA11
430120024;BERM12KA200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KA11
430120025;BERM12KA200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KA11
430120026;BERM12KA200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KA11
430120027;BERM12KA240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KA11
430120028;BERM12KA250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KA11
430120029;BERM12KA300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KA11
430129986;BERM12KAMAATWK;
430120030;BERM12KB060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KB12
430120031;BERM12KB090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KB12
430120032;BERM12KB130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KB12
430120033;BERM12KB160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KB12
430120034;BERM12KB200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KB12
430120035;BERM12KB200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KB12
430120036;BERM12KB200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KB12
430120037;BERM12KB240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KB12
430120038;BERM12KB250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KB12
430120039;BERM12KB300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KB12
430129985;BERM12KBMAATWK;
430120040;BERM12KC060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KC13
430120041;BERM12KC090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KC13
430120042;BERM12KC130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KC13
430120043;BERM12KC160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KC13
430120044;BERM12KC200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KC13
430120045;BERM12KC200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KC13
430120046;BERM12KC200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KC13
430120047;BERM12KC240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KC13
430120048;BERM12KC250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KC13
430120049;BERM12KC300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KC13
430129984;BERM12KCMAATWK;
430120050;BERM12KE060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KE15
430120051;BERM12KE090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KE15
430120052;BERM12KE130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KE15
430120053;BERM12KE160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KE15
430120054;BERM12KE200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KE15
430120055;BERM12KE200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KE15
430120056;BERM12KE200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KE15
430120057;BERM12KE240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KE15
430120058;BERM12KE250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KE15
430120059;BERM12KE300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KE15
430129983;BERM12KEMAATWK;
430120060;BERM12KF060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KF16
430120061;BERM12KF090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KF16
430120062;BERM12KF130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KF16
430120063;BERM12KF160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KF16
430120064;BERM12KF200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KF16
430120065;BERM12KF200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KF16
430120066;BERM12KF200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KF16
430120067;BERM12KF240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KF16
430120068;BERM12KF250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KF16
430120069;BERM12KF300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KF16
430129982;BERM12KFMAATWK;
430120070;BERM12KH060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KH18
430120071;BERM12KH090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KH18
430120072;BERM12KH130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KH18
430120073;BERM12KH160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KH18
430120074;BERM12KH200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KH18
430120075;BERM12KH200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KH18
430120076;BERM12KH200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KH18
430120077;BERM12KH240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KH18
430120078;BERM12KH250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KH18
430120079;BERM12KH300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KH18
430129981;BERM12KHMAATWK;
430120080;BERM12KJ060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KJ20
430120081;BERM12KJ090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KJ20
430120082;BERM12KJ130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KJ20
430120083;BERM12KJ160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KJ20
430120084;BERM12KJ200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KJ20
430120085;BERM12KJ200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KJ20
430120086;BERM12KJ200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KJ20
430120087;BERM12KJ240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KJ20
430120088;BERM12KJ250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KJ20
430120089;BERM12KJ300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KJ20
430129980;BERM12KJMAATWK;
430120090;BERM12KK060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KK21
430120091;BERM12KK090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KK21
430120092;BERM12KK130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KK21
430120093;BERM12KK160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KK21
430120094;BERM12KK200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KK21
430120095;BERM12KK200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KK21
430120096;BERM12KK200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KK21
430120097;BERM12KK240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KK21
430120098;BERM12KK250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KK21
430120099;BERM12KK300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KK21
430129979;BERM12KKMAATWK;
430120100;BERM12KL060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KL22
430120101;BERM12KL090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KL22
430120102;BERM12KL130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KL22
430120103;BERM12KL160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KL22
430120104;BERM12KL200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KL22
430120105;BERM12KL200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KL22
430120106;BERM12KL200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KL22
430120107;BERM12KL240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KL22
430120108;BERM12KL250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KL22
430120109;BERM12KL300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KL22
430129978;BERM12KLMAATWK;
430120110;BERM12KM060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KM23
430120111;BERM12KM090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KM23
430120112;BERM12KM130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KM23
430120113;BERM12KM160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KM23
430120114;BERM12KM200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KM23
430120115;BERM12KM200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KM23
430120116;BERM12KM200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KM23
430120117;BERM12KM240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KM23
430120118;BERM12KM250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KM23
430120119;BERM12KM300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KM23
430129977;BERM12KMMAATWK;
430120120;BERM12KN060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KN24
430120121;BERM12KN090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KN24
430120122;BERM12KN130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KN24
430120123;BERM12KN160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KN24
430120124;BERM12KN200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KN24
430120125;BERM12KN200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KN24
430120126;BERM12KN200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KN24
430120127;BERM12KN240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KN24
430120128;BERM12KN250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KN24
430120129;BERM12KN300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KN24
430129976;BERM12KNMAATWK;
430129975;BERM12KOMAATWK;
430120130;BERM12KP060133;BERMUDA KLEUR 12 CA:060x133 cm Band: KP38
430120131;BERM12KP090160;BERMUDA KLEUR 12 CA:090x160 cm Band: KP38
430120132;BERM12KP130190;BERMUDA KLEUR 12 CA:130x190 cm Band: KP38
430120133;BERM12KP160240;BERMUDA KLEUR 12 CA:160x240 cm Band: KP38
430120134;BERM12KP200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: KP38
430120135;BERM12KP200240;BERMUDA KLEUR 12 CA:200x240 cm Band: KP38
430120136;BERM12KP200290;BERMUDA KLEUR 12 CA:200x290 cm Band: KP38
430120137;BERM12KP240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: KP38
430120138;BERM12KP250350;BERMUDA KLEUR 12 CA:250x350 cm Band: KP38
430120139;BERM12KP300400;BERMUDA KLEUR 12 CA:300x400 cm Band: KP38
430129974;BERM12KPMAATWK;
430129973;BERM12KRMAATWK;
430129972;BERM12KSMAATWK;
430129971;BERM12KTMAATWK;
430120140;BERM12LI060133;BERMUDA KLEUR 12 CA:060x133 cm Band: LI19
430120141;BERM12LI090160;BERMUDA KLEUR 12 CA:090x160 cm Band: LI19
430120142;BERM12LI130190;BERMUDA KLEUR 12 CA:130x190 cm Band: LI19
430120143;BERM12LI160240;BERMUDA KLEUR 12 CA:160x240 cm Band: LI19
430120144;BERM12LI200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: LI19
430120145;BERM12LI200240;BERMUDA KLEUR 12 CA:200x240 cm Band: LI19
430120146;BERM12LI200290;BERMUDA KLEUR 12 CA:200x290 cm Band: LI19
430120147;BERM12LI240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: LI19
430120148;BERM12LI250350;BERMUDA KLEUR 12 CA:250x350 cm Band: LI19
430120149;BERM12LI300400;BERMUDA KLEUR 12 CA:300x400 cm Band: LI19
430129970;BERM12LIMAATWK;
430129999;BERM12MAATWERK;
430120150;BERM12NA060133;BERMUDA KLEUR 12 CA:060x133 cm Band: NA11
430120151;BERM12NA090160;BERMUDA KLEUR 12 CA:090x160 cm Band: NA11
430120152;BERM12NA130190;BERMUDA KLEUR 12 CA:130x190 cm Band: NA11
430120153;BERM12NA160240;BERMUDA KLEUR 12 CA:160x240 cm Band: NA11
430120154;BERM12NA200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: NA11
430120155;BERM12NA200240;BERMUDA KLEUR 12 CA:200x240 cm Band: NA11
430120156;BERM12NA200290;BERMUDA KLEUR 12 CA:200x290 cm Band: NA11
430120157;BERM12NA240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: NA11
430120158;BERM12NA250350;BERMUDA KLEUR 12 CA:250x350 cm Band: NA11
430120159;BERM12NA300400;BERMUDA KLEUR 12 CA:300x400 cm Band: NA11
430129969;BERM12NAMAATWK;
430120160;BERM12NB060133;BERMUDA KLEUR 12 CA:060x133 cm Band: NB12
430120161;BERM12NB090160;BERMUDA KLEUR 12 CA:090x160 cm Band: NB12
430120162;BERM12NB130190;BERMUDA KLEUR 12 CA:130x190 cm Band: NB12
430120163;BERM12NB160240;BERMUDA KLEUR 12 CA:160x240 cm Band: NB12
430120164;BERM12NB200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: NB12
430120165;BERM12NB200240;BERMUDA KLEUR 12 CA:200x240 cm Band: NB12
430120166;BERM12NB200290;BERMUDA KLEUR 12 CA:200x290 cm Band: NB12
430120167;BERM12NB240000;BERMUDA KLEUR 12 CA: 240 cm ROND Band: NB12
430120168;BERM12NB250350;BERMUDA KLEUR 12 CA:250x350 cm Band: NB12
430120169;BERM12NB300400;BERMUDA KLEUR 12 CA:300x400 cm Band: NB12
430129968;BERM12NBMAATWK;
430120170;BERM12NH060133;BERMUDA KLEUR 12 CA:060x133 cm Band: NH18
430120171;BERM12NH090160;BERMUDA KLEUR 12 CA:090x160 cm Band: NH18
430120172;BERM12NH130190;BERMUDA KLEUR 12 CA:130x190 cm Band: NH18
430120173;BERM12NH160240;BERMUDA KLEUR 12 CA:160x240 cm Band: NH18
430120174;BERM12NH200000;BERMUDA KLEUR 12 CA: 200 cm ROND Band: NH18
430120175;BERM12NH200240;BERMUDA KLEUR 12 CA:200x240 cm Band: NH18
430120176;BERM12NH200290;BERMUDA KLEUR 12 CA:200x290 cm Band: NH18
